"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"356",586,"PAK45048",45048,"23-October-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Labour Group (Pakistan); PML-N: Pakistan Muslim League-Nawaz; MMA: Muttahida Majlis-e-Amal; PPP: Pakistan Peoples Party",6,NA,NA,0,60,"Southern Asia","Pakistan","Federal Capital Territory","Islamabad",NA,"Islamabad",33.721,73.043,1,"Pakistan Today","National","On Oct 23, for the second day, hundreds of employees of the Utility Stores Corporation (USC) staged a protest sit-in at D Chowk in Islamabad city against the closure of the USC and to demand permanent contracts and salary raises. They were joined by PPP, PML-N, and MMA leaders in support.",0,1540909984,"Asia"
"357",586,"PAK39715",39715,"07-March-2018",2018,1,"Riots/Protests","Protesters (Pakistan)","Health Workers (Pakistan)",6,NA,NA,0,60,"Southern Asia","Pakistan","Sindh","Larkana",NA,"Larkana",27.555,68.214,1,"Daily Regional Times","Subnational","On March 7th, paramedics with Shaikh Zaid Women's and Children Hospital staged a protest demonstration in Larkana, alleging that several motorcycles have been stolen from the hospital over the past while.",0,1542756384,"Asia"
"358",760,"SYR49654",49654,"25-November-2018",2018,1,"Battle-no change 
of territory","Al Sham Corps",NA,2,"Al Sham Corps",NA,2,22,"Middle East","Syria","Aleppo",NA,NA,"Haj Khalil",36.678,36.684,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=107429","Other-Local","Two groups of Al Sham Corps fighters clashed in the village of Haj Khalil after one group had abducted a woman, accusing her of belonging to a 'Kurdish cell', when the other group came and released her. Five fighters were injured in the clashes with no fatalities reported.",0,1543875491,"Middle East"
"359",266,"GAB176",176,"22-May-2018",2018,1,"Riots/Protests","Protesters (Gabon)","Teachers (Gabon)",6,NA,NA,0,60,"Middle Africa","Gabon","Estuaire","Komo-Mondah",NA,"Libreville",0.39,9.454,1,"Gabon Media Times","National","On 22 May, teachers at the Ecole Nationale Superieure in the 1st arrondissement of Libreville went on strike to demand 3 years of unpaid leave. They blocked access to the school.",0,1546559412,"Africa"
"360",368,"IRQ13327",13327,"02-June-2018",2018,1,"Remote violence","Unidentified Armed Group (Iraq)",NA,3,"Civilians (Iraq)",NA,7,37,"Middle East","Iraq","Sala al-Din",NA,NA,"Seneia",34.918,43.387,1,"Yaqein","Subnational","On June 02, an unidentified IED buried under a destroyed house in central Seneia in Salahuddin, exploded killing a woman.",1,1530558314,"Middle East"
"361",4,"AFG14297",14297,"04-October-2018",2018,1,"Battle-no change 
of territory","Military Forces of Afghanistan (2004-)",NA,1,"Taliban and/or Islamic State (Afghanistan)",NA,2,12,"Southern Asia","Afghanistan","Helmand","Kajaki",NA,"Kajaki",32.301,65.096,2,"Afghan Ministry of Defense in Farsi","National","As reported on Oct 5, over 24 hours, Afghan military forces conducted air and ground raids against suspected Taliban and/or IS militants in Kajaki district, Helmand province. 3 militants were killed and a hideout was destroyed.",3,1539041823,"Asia"
"362",356,"IND28830",28830,"02-April-2018",2018,1,"Riots/Protests","Protesters (India)","Students (India)",6,NA,NA,0,60,"Southern Asia","India","Maharashtra","Nanded",NA,"Nanded",19.16,77.315,1,"IANS","National","On April 2, in Nanded Nanded, Maha), a large number of students attempted to block the Tapovan Express but were foiled by policies part of the 'Bharat Bandh' called by various Dalit organizations against the March 20 Supreme Court order, which, they contend, has diluted provisions of The Scheduled Castes & Scheduled Tribes (Prevention of Atrocities) Act, 1989.",0,1542756330,"Asia"
"363",887,"YEM8990",8990,"22-January-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East","Yemen","Taizz",NA,NA,"Ad Dabab",13.528,43.95,1,"Yemen News Agency (SABA)","National","Houthi forces reportedly attacked and took control of the 17 th Brigade in Ad Dabab in Sabir Al Mawadim if Taizz on January 22, killing and injuring 18 pro Hadi fighters. Fatalities coded as half.",9,1542756428,"Middle East"
"364",275,"PSE1608",1608,"02-March-2018",2018,1,"Riots/Protests","Military Forces of Israel (2009-)",NA,8,"Rioters (Palestine)",NA,5,58,"Middle East","Palestine","West Bank",NA,NA,"Bilin",31.928,35.072,1,"Palestine News & Information Agency (WAFA)","National","At least three Palestinians, including a journalist, were shot and injured by Israeli forces during clashes in the village of Bal'in, to the west of Ramallah.",0,1524053818,"Middle East"
"365",356,"IND26512",26512,"28-January-2018",2018,1,"Riots/Protests","Rioters (India)","Bajrang Dal",5,NA,NA,0,50,"Southern Asia","India","Uttar Pradesh","Jhansi",NA,"Mauranipur",25.24,79.196,1,"The Times of India (Electronic Edition)","National","On January 28, members of several right-wing outfits, including VHP and Bajrang Dal, staged a protest at the Galla Mandi in Mauranipur (Jhansi, UP) against the death of 18 cows. The rioters also forcibly closed the local market.",0,1546889913,"Asia"
"366",710,"SAF10376",10376,"11-November-2018",2018,1,"Strategic development","ANC: African National Congress",NA,3,"Civilians (South Africa)","ANC: African National Congress",7,37,"Southern Africa","South Africa","KwaZulu-Natal","eThekwini",NA,"Sydenham",-29.83,30.992,1,"Mercury (South Africa)","National","On 11 November, a ANC councillor's office in Asherville was burnt in what appears to be an internal dispute.",0,1546559471,"Africa"
"367",760,"SYR49549",49549,"25-November-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"As-Suqaylabiyah",35.362,36.394,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=107459","Other-Local","Regime forces shelled the outskirts of the as-Suqaylabiyah area with no injuries or fatalities reported.",0,1543875490,"Middle East"
"368",368,"IRQ14412",14412,"30-October-2018",2018,1,"Battle-no change 
of territory","Military Forces of Iraq (2014-) Popular Mobilization Forces",NA,1,"Islamic State (Iraq)",NA,2,12,"Middle East","Iraq","Sala al-Din",NA,NA,"Tikrit",34.616,43.679,2,"Al Maloomah","National","On Oct. 30, the PMF ambushed three IS militants, and two of them detonated themselves before the third was killed in Tikrit island.",3,1541523661,"Middle East"
"369",356,"IND25778",25778,"08-January-2018",2018,1,"Riots/Protests","Protesters (India)","CPI(M): Communist Party of India (Marxist)",6,"Police Forces of India (2014-)",NA,1,16,"Southern Asia","India","Tamil Nadu","Tirunelveli",NA,"Vannarpet",8.732,77.721,1,"The Hindu","National","On January 8, in Vannarpet, the police arrested 25 cadres of Communist Party of India (Marxist) including its district secretary K.G. Baskaran when they attempted to stage a demonstration in front of State Express Transport Corporation's depot at Vannarpet in the evening.",0,1542756328,"Asia"
"370",356,"IND40850",40850,"29-November-2018",2018,1,"Riots/Protests","Protesters (India)","Labour Group (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Bathinda",NA,"Bathinda",30.211,74.945,1,"Chandigarh Tribune","National","On Nov 29, members of the Revenue Patwari Union took out a protest march near the Mini-secretariat complex, Bathinda city, Punjab. They were protesting non-fulfilment of their pending demands.",0,1543936755,"Asia"
"371",275,"PSE1972",1972,"16-May-2018",2018,1,"Remote violence","Military Forces of Israel (2009-)",NA,8,"Hamas Movement",NA,3,38,"Middle East","Palestine","Gaza Strip",NA,NA,"Jabalya",31.527,34.484,2,"Jpost.com; Palestine News & Information Agency (WAFA)","National","Israeli jets and drones hit six Hamas positions in the Gaza Strip east of Jabalya on May 16.",0,1542398982,"Middle East"
"372",887,"YEM11624",11624,"20-May-2018",2018,1,"Remote violence","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,NA,NA,0,80,"Middle East","Yemen","Sadah",NA,NA,"An Nazir",16.909,43.262,2,"Ansar Ollah","National","Saudi rocket and artillery shelling was reported on scattered areas of Monabbih and Razih border districts in northwestern Yemen. No casualties were reported.",0,1542152265,"Middle East"
"373",4,"AFG13898",13898,"11-September-2018",2018,1,"Battle-no change 
of territory","Taliban",NA,2,"Military Forces of Afghanistan (2004-)",NA,1,12,"Southern Asia","Afghanistan","Kunar","Sirkanay",NA,"Sirkanay",34.79,71.11,2,"Bakhtar News Agency","National","On 11-September-2018, 2 Taliban militants were killed and 1 injured in a clash with Afghan National Army forces in the Sirkanay district of Kunar province.",2,1537277558,"Asia"
"374",356,"IND39660",39660,"06-November-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Police Forces of India (2014-) Central Reserve Police Force",NA,1,15,"Southern Asia","India","Jammu and Kashmir","Kulgam",NA,"Qaimoh",33.72,75.082,2,"Rising Kashmir","Subnational","On 6 Nov, four people were injured when CRPF troops retaliated against rioters with pellet fire at Goefbal in the Qaimoh area (Kulgam, J&K). Rioters had pelted CRPF vehicles with stones during a traffic jam.",0,1542122913,"Asia"
"375",356,"IND28603",28603,"30-March-2018",2018,1,"Riots/Protests","Protesters (India)","PMK: Pattali Makkal Katchi",6,NA,NA,0,60,"Southern Asia","India","Tamil Nadu","Dharmapuri",NA,"Nagamarai",11.916,77.78,1,"The Hindu","National","On March 30, in Nagamarai (Dharmapuri, TN), Patali Makkal Katchi hoisted black flags on the roofs of their houses in protest as the six-week deadline for the Supreme Court constituting the Cauvery Management Board and the Regulatory Body was not kept.",0,1542756330,"Asia"
"376",104,"MMR6183",6183,"07-December-2018",2018,1,"Riots/Protests","Protesters (Myanmar)","Students (Myanmar)",6,NA,NA,0,60,"South-Eastern Asia","Myanmar","Mandalay","Mandalay",NA,"Mandalay",21.975,96.084,1,"Radio Free Asia","International","On 7 December 2018, at Yadanarpone University, in Mandalay Region, students protested by putting up ""wanted"" posters after their request to meet with the Mandalay Region Chief Minister was ignored. The organizers of the student union said they have been requesting the government provide better safety and cleaner facilities at the university.",0,1544551405,"Asia"
"377",586,"PAK41686",41686,"26-May-2018",2018,1,"Remote violence","Unidentified Armed Group (Pakistan)",NA,3,NA,NA,0,30,"Southern Asia","Pakistan","Sindh","Tharparkar",NA,"Qasimabad",24.507,70.16,1,"Balochistan Times","Subnational","On May 26th, two low intensity explosions occurred on the railway tracks near the Sehrish Nagar area in Qasimabad. Trains were suspended as a result, although no major damage was done to the tracks.",0,1536936419,"Asia"
"378",356,"IND37943",37943,"04-October-2018",2018,1,"Riots/Protests","Protesters (India)","Farmers (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Muktsar",NA,"Muktsar",30.474,74.517,1,"The Tribune","Subnational","On 4 October, farmers staged a protest at the district level 'awareness camp' held by the government to advocate against stubble burning, in Muktsar (Muktsar, Punjab). They protested against a local MLA and said that they would burn stubble in their fields.",0,1539094218,"Asia"
"379",356,"IND42677",42677,"30-December-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Rioters (India)",NA,5,55,"Southern Asia","India","Punjab","Amritsar",NA,"Naushehra",31.692,74.892,1,"Chandigarh Tribune","Subnational","On 30 December, a clash was reported outside the Ram Nagar polling booth in Naushera town (Amritsar, Punjab) during statewide polling for local sarpanch/panchayat positions. No further details.",0,1546890618,"Asia"
"380",760,"SYR33379",33379,"27-May-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"Al-Latamna",35.321,36.62,2,"SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=93407; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-27-05-2018.html","Other-Local","Regime forces shelled areas in the vicinity of al-Latamna town with no injuries or fatalities reported.",0,1543860564,"Middle East"
"381",887,"YEM9072",9072,"25-February-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Yemen (2012-)","Operation Restoring Hope",1,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,11,"Middle East","Yemen","Sanaa",NA,NA,"Jabal al Masawarah",15.732,44.603,1,"Emirates News Agency (WAM)","Regional","Pro-Hadi forces claim to have taken control over the Al-Nakhash mountains near Masswarah, Nihm after clashes with Houthi forces in the area. Gunfire and airstrikes conducted by the Saudi-led coalition reportedly killed 20 Houthis during the battle.",20,1542756428,"Middle East"
"382",356,"IND37420",37420,"24-September-2018",2018,1,"Riots/Protests","Rioters (India)","Students (India); Health Workers (India)",5,"Rioters (India)","Health Workers (India)",5,55,"Southern Asia","India","Uttar Pradesh","Varanasi",NA,"Varanasi",25.317,83.01,1,"Indian Express","National","On 24 September, students from Banaras Hindu University in Varanasi (Varanasi, Uttar Pradesh) clashed with junior doctors, leaving at least 6 people injured during a demonstration by the doctors following a personal altercation between several doctors and the son of a patient. This blockade led to a clash with students with both sides throwing stones, attacking police, and vandalising property.",0,1546889914,"Asia"
"383",356,"IND39618",39618,"05-November-2018",2018,1,"Riots/Protests","Protesters (India)","Labour Group (India)",6,NA,NA,0,60,"Southern Asia","India","Jharkhand","Dhanbad",NA,"Dhanbad",23.802,86.443,1,"Hindustan Times (India)","National","On November 5, around 1200 sanitation staff of the Dhanbad Municipal Corporation (DMC) staged dharna at the Golf Ground in Dhanbad city (Dhanbad district, Jharkhand), as they went on strike to press for their 18-point demands, including bonus and regular monthly payments.",0,1542122913,"Asia"
"384",887,"YEM21405",21405,"01-July-2018",2018,1,"Riots/Protests","Protesters (Yemen)",NA,6,NA,NA,0,60,"Middle East","Yemen","Al Hudaydah",NA,NA,"Az Zaydiyah",15.33,43.006,2,"Yemen News Agency","National","Pro-Houthi Yemen News Agency (SABA) has reported protests in al-Zaidih and al-Dhahi districts of Hudayda against the Saudi-led coalition's recent military operations along the west coast of the country.",0,1542756427,"Middle East"
"385",356,"IND31947",31947,"10-June-2018",2018,1,"Battle-no change 
of territory","Unidentified Armed Group (India)",NA,3,"Military Forces of India (2014-) Rashtriya Rifles",NA,1,13,"Southern Asia","India","Jammu and Kashmir","Bandipora",NA,"Bandipora",34.417,74.643,1,"The Times of India (TOI)","National","On 10 Jun, members of the Rashtriya Rifles clashed with unidentified militants during a search operation in the Raynar forest area in Bandipora district (J&K). No injuries were reported.",0,1546889918,"Asia"
"386",376,"ISR1018",1018,"04-December-2018",2018,1,"Riots/Protests","Protesters (Israel)",NA,6,NA,NA,0,60,"Middle East","Israel","HaZafon",NA,NA,"Beit Jann",32.965,35.382,1,"The Times of Israel","National","On Dec 4, thousands of Israeli women protested against domestic violence as a general strike was held following the murder of two teenage girls last week. 24 women and girls have been murdered this year in Israel. Demonstration were reported in Netanya.",0,1544482017,"Middle East"
"387",710,"SAF10206",10206,"17-September-2018",2018,1,"Riots/Protests","Protesters (South Africa)","Students (South Africa)",6,NA,NA,0,60,"Southern Africa","South Africa","KwaZulu-Natal","eThekwini",NA,"Durban",-29.858,31.029,1,"News24","National","On 17 September, a protest by scores of students who demanded to hand over a memorandum of grievances to management at two Durban University of Technology (DUT) campuses caused disruption.",0,1546559471,"Africa"
"388",356,"IND30241",30241,"30-April-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Police Forces of India (2014-)",NA,1,15,"Southern Asia","India","Jammu and Kashmir","Anantnag",NA,"Anantnag",33.73,75.15,2,"Kashmir Monitor","Subnational","Clashes between stone-pelting rioters and security forces (assumed police) were reported in parts of Anantnag, Kulgam, Shopian, and Chadoora (Budgam) on Apr 30 as news of a militant-government battle in Drabgam, Pulwama spread. No reported injuries.",0,1546889923,"Asia"
"389",887,"YEM9609",9609,"15-March-2018",2018,1,"Remote violence","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,NA,NA,0,80,"Middle East","Yemen","Sadah",NA,NA,"Suq al Khamis",17.181,43.288,2,"Yemen News Agency","National","Saudi forces fired rockets and artillery at Razih and Monabbih districts of Sadah border governorate - northwestern Yemen. No casualties were reported but houses were allegedly damaged.",0,1542152266,"Middle East"
